CID	Problem	Solution	Image URL	Image Summary
876	Our school is facing drinking water scarcity since long.. Tape water is not available in the school.our school manages water by buckets or by tankers.. The Village in which school is located has been divided into three habitations or Mohlas Dodder Mohala,Khoja Mohlas And Raja Mohlas.. The School is located in Raja Mohla which is situated on High altitude as compared to the other two habitations or Mohlas.Two habitations among the three recieve frequent supply of tap water but the School habitation couldn't receive enough water to full fill the demand of water in the school.. Due this problem the inhabitants of the School habitation and School itself suffers a lot.	The village have about 10 natural water springs excreting pure crystal clear water continuously.The water flows 24×7 and gets wasted due to miss management.If that water is collected in a well constructed water bowl at spring site,then lifted through water pump and supplied to the school and inhabitants of school habitation.. water crisis in the school and school habitation will resolve for ever in the area.	https://drive.google.com/uc?export=download&id=1zGk2zzfGsObr34CiRTdVTNtDhGBgwdfy	"- The image shows a student collecting clear water from a small stream or outflow using a plastic bottle.
- This appears to be a student-captured image, likely illustrating a local natural water source.
- The student is conveying the availability of natural water, which is the core resource for their proposed solution.
- The image supports the solution by visually confirming the presence of natural water, but does not depict any part of the proposed collection or distribution infrastructure."
940	rajasthan main water ki kami hai	Drip Irrigation:- faldaal podho bagicho avm vraksho main pani dene ka sarvotam tarika hai. isse podho ko boond boond karke jal prapt hota hai	https://drive.google.com/uc?export=download&id=1MPPLxcvzjI0n7Xx0iziXcvncrXLf4lox	"- The image displays a hand-drawn diagram illustrating a drip irrigation system.
- It shows a water source (a bucket) connected via pipes to a grid of plants, depicting water being delivered directly to the plants.
- Accompanying handwritten text in Hindi explains the purpose of drip irrigation, lists materials (water, pipe), and describes the method.
- This appears to be a student-made diagram, likely from a Class 6 student, explaining the concept.
- The student is conveying how drip irrigation works by delivering water drop-by-drop directly to plants, emphasizing its efficiency.
- The image effectively supports the proposed solution of drip irrigation as a water-saving method, directly addressing the problem of water scarcity."
950	This project may give solution to burning problem of drying clothes in rainy season. As iam hosteler I unable to dry my clothes in rainy season	"Rain sensor detects rain and sends signals to arduino
 Arduino activates relay module
 Relay module control Motor to close/open water resistant cover
 Clothes are protected form rain"	https://drive.google.com/uc?export=download&id=1ZIU8lf7xycM3sTsH6eHI8lpJOhDNLE9y	"- The image shows a student demonstrating a multi-level physical prototype resembling a house or hostel building.
- Miniature clothes are hanging on lines on the lower and upper levels of the model.
- The student is holding a water bottle, appearing to simulate rain over the prototype.
- A red LED light is visible on the upper structure, along with some wiring, suggesting electronic components are integrated.
- This appears to be a student-made Proof of Concept (POC) model, constructed from craft materials.
- The student is trying to convey how their innovation protects clothes from rain by showing a setup where clothes are exposed and then simulating rain.
- The image supports the problem by visually representing clothes being dried. It supports the proposed solution conceptually by showing a model that could house an automated system, though the specific components like the rain sensor, Arduino, relay, motor, and the closing mechanism of the water-resistant cover are not clearly visible or demonstrated in action."
1827	मैं अभी एक हफ्ते के लिए मनाली टूर में फैमिली के साथ गया थाl इस टूर में हमारा आधे से ज्यादा सफर ट्रेन में हुआ, जिससे मैं ट्रेन में यह देखा कि सफर के दौरान हमारे रिजर्वेशन सीट के पास ही ट्रेन का टॉयलेट था जिसमें से गंदी बदबू आ रही थी जब मैं बाथरुम गया तब वहां देखा की टॉयलेट में बहुत ज्यादा गंदगी थी लोग टॉयलेट का उपयोग करके फ्लश(पानी का उपयोग ) किए बिना बाहर आ जाते थे जिसके कारण बदबू न केवल टॉयलेट में बल्कि पास की बोगी में भी होने लगा l	हमारी टीम ने इस समस्या को सुलझाने के लिए यहां एक आसान तरीका ढूंढा जिसमें हमने टॉयलेट के फ्लश को और टॉयलेट के दरवाजा को इस तरह से मैनेज किया की अगर व्यक्ति टॉयलेट को फ्लश किए बिना चला जाता है तो जैसे ही वह दरवाजा खोलेगा फ्लश ऑटोमेटिक ऑन हो जाएगा और फ्लश के कंप्लीट होने के कुछ सेंकड बाद दरवाजा वापस लॉक हो जाएगा l जिससे ट्रेन के सभी यात्रियों को टॉयलेट जाने में सुविधा होगी l	https://drive.google.com/uc?export=download&id=14DDtr8_lZRvGn_GeG9vL4-d0wCMaZwXI	"- The image displays a student-made cardboard prototype of a toilet area.
- It features a miniature toilet bowl, walls, and a door, suggesting a conceptual model of a train toilet.
- This appears to be a student-made Proof of Concept (POC) or a physical model.
- The student is conveying the physical layout where their automatic flushing system would be implemented.
- The image supports the problem and solution by visualizing the environment (a toilet) where the proposed innovation would operate, though it does not show the automatic mechanism itself."
2428	हमारी समस्या यह है कि कई बार लोगों के घर में सिलेंडर खत्म हो जाता है तो और उस वक्त दूसरे घर से लाने में दिक्कत होती है इस विषय पर है।	इस समस्या का सुझाव हमने बहुत अच्छी तरीके से की है। हमारी टीम ने सिलेंडर के ऊपर एक मीटर लगाया है। उस मीटर से पता चलता रहे की सिलेंडर के अंदर कितनी गैस बाकी है इससे बहुत सारे घरों के अंदर मदद भी होगी मदद इसलिए होगी कि जब उनके के घर में सिलेंडर खत्म होने वाला होगा तो वह लोग पहले से ही एक सिलेंडर खरीद लेंगे।अतः यह हमारी समस्या का सुझाव है।	https://drive.google.com/uc?export=download&id=1LSreaaYr0b8xgGBnaQ4PURf4yM2KiU3p	"- The image displays a student-drawn diagram of a red LPG cylinder on a whiteboard.
- A meter with a needle is depicted attached to the top of the cylinder.
- This appears to be a student-made conceptual diagram or sketch.
- The student is conveying their proposed solution: a meter attached to the cylinder to indicate the remaining gas level.
- The image directly supports the stated problem and solution by visually representing the core idea of adding a gas level indicator to prevent unexpected gas depletion."
2535	पौधों को पानी देने के लिए कुशल और विश्वसनीय प्रणालियों की कमी से या तो ज़रूरत से ज़्यादा पानी या कम पानी मिल सकता है, जो पौधों के स्वास्थ्य, विकास और उपज पर प्रतिकूल प्रभाव डालता है। सौर पैनलों द्वारा संचालित नमी सेंसर एक समाधान प्रदान कर सकते हैं, लेकिन उनके कार्यान्वयन में चुनौतियाँ उनकी प्रभावशीलता और विश्वसनीयता को सीमित कर सकती हैं। पारंपरिक सिंचाई विधियों पर निर्भरता अक्सर कृषि और बागवानी में अकुशल जल उपयोग की ओर ले जाती है, जिसके परिणामस्वरूप पौधों को ज़रूरत से ज़्यादा पानी या कम पानी मिल पाता है। जबकि सौर पैनलों द्वारा संचालित नमी सेंसर वास्तविक समय की मिट्टी की नमी के स्तर के आधार पर पानी देने को स्वचालित करने के लिए एक आशाजनक समाधान प्रदान करते हैं, कई चुनौतियाँ उनकी प्रभावशीलता में बाधा डालती हैं। इन चुनौतियों में असंगत सौर ऊर्जा आपूर्ति, अंशांकन समस्याएँ, तकनीकी विफलताएँ और उपयोगकर्ता की समझ की कमी शामिल है। नतीजतन, इसका परिणाम पौधों के खराब स्वास्थ्य, संसाधन की बर्बादी, आर्थिक नुकसान और पर्यावरण क्षरण होता है। विश्वसनीयता और दक्षता को बढ़ाने की सख्त ज़रूरत है।	"प्रस्तावित समाधान एक एकीकृत सौर-संचालित नमी सेंसर सिंचाई प्रणाली है जो वास्तविक समय की मिट्टी की नमी के स्तर के आधार पर पानी देने की प्रक्रिया को स्वचालित करती है। यह प्रणाली उन्नत नमी सेंसर, कुशल सौर पैनल और स्मार्ट सिंचाई तकनीकों को जोड़ती है ताकि संसाधनों की बर्बादी को कम करते हुए इष्टतम संयंत्र जलयोजन सुनिश्चित किया जा सके।
 यह कैसे काम करता है...1. नमी सेंसर: - स्थापना: नमी की मात्रा को सटीक रूप से मापने के लिए मिट्टी में विभिन्न गहराई पर नमी सेंसर लगाए जाते हैं।
 2. सौर ऊर्जा आपूर्ति: - सौर पैनल। उच्च दक्षता वाले सौर पैनल नमी सेंसर और सिंचाई प्रणाली को शक्ति प्रदान करते हैं। वे सूर्य के प्रकाश के संपर्क को अधिकतम करने के लिए तैनात किए जाते हैं, जिससे विश्वसनीय ऊर्जा उत्पादन सुनिश्चित होता है। - ऊर्जा भंडारण: एक रिचार्जेबल बैटरी दिन के दौरान उत्पन्न अतिरिक्त ऊर्जा को बादल मौसम या रात के समय सिस्टम को शक्ति प्रदान करने के लिए संग्रहीत करती है।3. डेटा प्रोसेसिंग और सिंचाई नियंत्रण: 4, उपयोगकर्ता इंटरफ़ेस
 ,यह किसकी मदद करता है
 1. किसान और कृषि श्रमिक:
 2. माली और बागवानी विशेषज्ञ
 3, शहर"	https://drive.google.com/uc?export=download&id=1dDjlkaQVCFOCl1lcS125zI1MHjQT2Ke-	"- The image shows a prototype setup for an automated irrigation system.
- It includes an Arduino microcontroller board, a relay module with an illuminated LED, a small pump (likely submerged in the bucket), and a soil moisture sensor placed in a pot.
- This appears to be a student-made Proof of Concept (POC) using common electronic components.
- The student is conveying the core functional aspect of their innovation: using a moisture sensor to control water delivery to plants.
- The image effectively supports the 'moisture sensors' and 'data processing and irrigation control' aspects of the proposed solution, demonstrating the automation of watering based on soil moisture. However, it does not show the solar power supply or energy storage components mentioned in the solution."
2539	शहर में कई लोग ट्रैफिक सिग्नल के पास बिना सिग्नल के ही चले जाते हैं जिससे दुर्घटना होने की आशंका रहती है इसके लिए हमने स्मार्ट ट्रैफिक सिस्टम बनाया है जो एक ही सिग्नल को ही जाने देता है उसके बाद बाकी सिग्नल बंद हो जाता है जिससे घटना होने की संभावना बहुत कम हो जाती है	स्मार्ट ट्रैफिक सिस्टम में अगर सिग्नल बाय साइड की और है तो वह ऑटोमेटिक बाकी सभी रास्तों को गेट के द्वारा बंद कर देता है जिससे कोई भी गाड़ी सवार व्यक्ति बिना सिग्नल के रास्ता पार नहीं कर सकता है जिससे सिग्नल पर होने वाले घटनाएं को बहुत ही काम किया जा सकता है क्योंकि एक ही साइड से वाहनों का जाना हो सकता है जिससे उनके टकराने की संभावना बहुत ही काम हो जाएगी और सड़क में होने वाली घटनाओं को कम किया जा सकता है जिससे मनुष्य की जनहानि बहुत कम होगी यह मनुष्य के लिए बहुत लाभदायक है खासकर वाहन चलाने वालों के लिए यह हमारे प्रोजेक्ट का एक आइडिया है जिसे हमने प्रोटोटाइप के रूप में बनाया है यह ट्रैफिक संबंधित होने वाली दुर्घटनाओं को बहुत काम कर देता है यही स्मार्ट ट्रैफिक सिस्टम है	https://drive.google.com/uc?export=download&id=1gQDp19vrzZrnDtCpzIqnmKkrRxWvwmZl	"- The image displays a student-made physical prototype of a smart traffic intersection.
- It features a painted road layout with lane markings, pedestrian crossings, and multiple light poles (some with small LEDs).
- A yellow barrier labeled ""STOP"" is visible across one lane, representing the 'gate' mechanism described in the solution.
- The student is conveying their concept of a smart traffic system that physically blocks off roads to prevent vehicles from crossing against a signal.
- The image strongly supports the stated problem and solution by visually demonstrating the core idea of using barriers to enforce traffic rules and reduce accidents."
2821	"औद्योगिक कार्यशालाओं में, आरा मशीनों का उपयोग आम तौर पर सामग्री काटने के लिए किया जाता है। हालाँकि, ये मशीनें ऑपरेटरों के लिए महत्वपूर्ण सुरक्षा जोखिम पैदा करती हैं, जिसमें आकस्मिक हाथ की चोट एक बड़ी चिंता का विषय है। आपातकालीन स्टॉप बटन या सुरक्षात्मक गार्ड जैसे पारंपरिक सुरक्षा तंत्र दुर्घटनाओं को रोकने के लिए पर्याप्त तेज़ी से प्रतिक्रिया नहीं कर सकते हैं।
 
 इस परियोजना का उद्देश्य एक *अल्ट्रासोनिक सेंसर* और *Arduino* का उपयोग करके एक *वास्तविक समय सुरक्षा प्रणाली* को डिज़ाइन और कार्यान्वित करना है। यदि कोई वस्तु (जैसे ऑपरेटर का हाथ) आरा ब्लेड के **30 सेमी* के भीतर आती है, तो सिस्टम स्वचालित रूप से आरा मशीन को रोक देगा, जिससे संभावित चोटों को रोका जा सकेगा। इसके अतिरिक्त, अतिरिक्त सुरक्षा के लिए एक *मैनुअल आपातकालीन स्टॉप बटन* एकीकृत किया जाएगा। मोटर केवल तभी संचालन फिर से शुरू करेगी जब वस्तु निर्दिष्ट सुरक्षा दूरी से आगे बढ़ जाएगी।1. ब्लेड के 30 सेमी के भीतर किसी वस्तु या हाथ का पता चलने पर आरा मोटर को रोककर दुर्घटनाओं को रोकें।"	"हमारा समाधान एक *स्वचालित सुरक्षा प्रणाली* है जो ब्लेड के *30 सेमी* के भीतर किसी वस्तु या हाथ के आने पर आरा मोटर को रोक देती है। यह प्रणाली एक *अल्ट्रासोनिक सेंसर (HC-SR04), **Arduino UNO, और एक **रिले मॉड्यूल* का उपयोग करके बनाई गई है जो आरा ब्लेड का अनुकरण करने वाली 5V DC मोटर को नियंत्रित करती है। इसके अतिरिक्त, एक *आपातकालीन स्टॉप बटन* तत्काल शटडाउन के लिए मैन्युअल नियंत्रण प्रदान करता है।
 ### *समाधान कैसे काम करता है:*
 1. *ऑब्जेक्ट डिटेक्शन:*
 - यदि ऑपरेटर का हाथ *30 सेमी* के भीतर आता है, तो तरंगें वापस उछलती हैं, और Arduino गणना करता है कि यदि दूरी *30 सेमी* से कम है, तो Arduino मोटर को *बंद* करने के लिए **रिले मॉड्यूल* को ट्रिगर करता है।
 2. *स्वचालित मोटर नियंत्रण:*- यदि 30 सेमी के भीतर कोई हाथ नहीं पाया जाता है, तो मोटर सामान्य रूप से चलती है।
  3. *आपातकालीन स्टॉप बटन:*
 
 *समाधान किसकी मदद करता है:*
 1. मशीन ऑपरेटर:
 
 2. कार्यशाला प्रबंधक और पर्यवेक्षक:
 
 3. कंपनी के मालिक:
 
 *समाधान समस्या का समाधान कैसे करता है:*
 दुर्घटना की रोकथाम: स्वचालित नियंत्रण: न्यूनतम डाउनटाइम:बेहतर सुरक्षा"	https://drive.google.com/uc?export=download&id=1AvbWuh2kzhATruryUzC-L3KdRmirSO_B	"- The image shows a student-made proof-of-concept (POC) for a saw machine safety system.
- It features an Arduino board, an HC-SR04 ultrasonic sensor, and an emergency stop button held by a hand.
- A small black component, possibly a buzzer or a simulated motor, is also visible and wired into the setup.
- The student is conveying the physical implementation of their proposed real-time safety system using the specified electronic components.
- The image directly supports the stated problem and solution by demonstrating the core components (ultrasonic sensor, Arduino, emergency stop button) intended to detect objects and prevent accidents."
5947	यदि कही किसी दुर्घटना से आग लग जाय और यदि इसका सही समय में समाधान न किया जाय तो यह भयंकर रूप धारण कर लेती है। यदि किसी जगह पर आग लग जाती है और हमे उसका पता नही है तो यह धीरे धीरे विशाल रूप धारण कर लेता है जहा आग लगा है उसके साथ आस पास का पूरा क्षेत्र बर्बाद हो जाता है।	"हमने इस समस्या के समाधान के लिए एक स्मार्ट डिवाइस जिसका नाम है फायर अलर्ट सिस्टम का निर्माण किया है। यह स्मार्ट उपकरण है यह जिस नंबर से कनेक्ट है उसे नंबर पर आग लग जाने पर मैसेज और कॉल करता है जिससे हमें पता चल जाता है आग लगी है और हम फायर ब्रिगेड के पास कॉल कर सकते हैं और इसे होने वाले भयंकर परिणाम को रोक सकते हैं।
 यह फायर या स्मोक को डिटेक्ट करता है उसके बाद अलर्ट सिग्नल भेजता है। हम दुनिया के किसी भी कोने पर होंगे हमे इसका मैसेज,कॉल प्राप्त होगा।"	https://drive.google.com/uc?export=download&id=1Fp2KwYZ7l8piN5svb9c2ZESOsJpf9M0C	"- The image shows a student-made miniature model of a building or a street scene, likely constructed from cardboard.
- An electronic component, appearing to be a gas/smoke sensor, is visible in the upper right corner, connected to wires.
- This appears to be a student-made Proof of Concept (POC) or a demonstration model.
- The student is trying to convey the physical setup of their 'Fire Alert System' within a simulated environment, highlighting the sensor component that detects fire/smoke.
- The image provides basic visual support for the proposed solution by showing a key component (the sensor) in a contextual model, demonstrating how it would be integrated to address the problem of undetected fires."
6869	भूकंप एक प्राकृतिक आपदा है जो किसी भी समय और किसी भी स्थान पर आ सकती है।	भूकंप अलार्म भूकंप आने के समय बजने लगता है जिससे समय रहते लोग घरों से लोग सुरक्षित स्थान पर जा सकते हैं।	https://drive.google.com/uc?export=download&id=1Oq-zp14KYtwHoLGoKs9f1Foi3N3SxATb	"- The image shows two students presenting a physical model on a table. The model consists of a small, yellow house-like structure and a simple mechanism with a yellow vertical stand and a small metal ring hanging from it, all mounted on a base.
- This appears to be a student-made Proof of Concept (POC) or a demonstration model, constructed from basic materials.
- The students are likely trying to convey the concept of an earthquake alarm system, where the hanging mechanism would trigger an alarm (not visible) when disturbed by vibrations, protecting the house represented by the model.
- The image directly supports the stated problem and solution by providing a visual representation of an 'earthquake alarm' prototype, demonstrating how it might be set up to protect a structure."
7766	हमारे गांव में एक महिला अपने किचन में गैस में दूध चढ़ा कर चली चली गई थी तो हवा के कारण गैस के बजने से पूरे किचन में एलपीजी गैस फैल जाता है । फिर वह महिला वापस किचन में आती है तो उसने देखा कि गैस बुझ चुका था फिर उसने गैस जलाने के लिए लाइटर में क्लिक किया फिर वहां ब्लास्ट हुआ जिससे उस महिला के साथ दुर्घटना हो गई ।	यह गैस सेफ्टी डिवाइस गैस के रिसाव को सेंस करके रेगुलेटर को ऑफ करेगा और एक बजर बजेगा । जिससे अगर कोई व्यक्ति आसपास हो तो उसे पता चल जाएगा कि यहां गैस रिसाव हुआ है। जिससे दुर्घटना होने के संभावना कम हो जाएगी । यह किचन में काम करने वाले महिलाओं , वर्कर सभी के लिए उपयोगी है ।	https://drive.google.com/uc?export=download&id=1Zg0Tyri5EcilJwdoOjhf4VT_D5d-5MVb	"- The image shows a student-made prototype of a gas safety device, assembled inside a cardboard box.
- It appears to be a student-made Proof of Concept (POC).
- The prototype includes an Arduino board, a gas sensor, a servo motor, a buzzer, and a component resembling a gas regulator, all wired together.
- The student is trying to convey the functional mechanism of their innovation: sensing gas, controlling the gas flow (via the regulator and servo), and providing an audible alert.
- The image directly supports the stated problem and solution by demonstrating the core components of a device designed to detect gas leaks, shut off the gas, and sound an alarm to prevent accidents."
