ts,worker,kind,status,latency_s,detail
2026-08-03T06:20:06.827314+00:00,38,stt,ok,6.727,
2026-08-03T06:20:07.002243+00:00,2,stt,ok,7.514,
2026-08-03T06:20:07.661394+00:00,16,stt,ok,6.155,
2026-08-03T06:20:07.720023+00:00,20,stt,ok,8.88,
2026-08-03T06:20:07.971311+00:00,54,stt,ok,7.549,
2026-08-03T06:20:08.124796+00:00,61,tts,ok,18.072,
2026-08-03T06:20:08.301107+00:00,26,tts,ok,13.198,
2026-08-03T06:20:08.816050+00:00,11,stt,ok,9.873,
2026-08-03T06:20:09.118756+00:00,50,tts,ok,23.945,
2026-08-03T06:20:09.351096+00:00,49,tts,ok,48.941,
2026-08-03T06:20:09.819676+00:00,45,tts,ok,13.233,
2026-08-03T06:20:09.991862+00:00,63,tts,ok,26.545,
2026-08-03T06:20:10.192130+00:00,53,tts,ok,13.248,
2026-08-03T06:20:10.252128+00:00,10,tts,ok,17.66,
2026-08-03T06:20:10.359216+00:00,48,tts,ok,13.627,
2026-08-03T06:20:10.415831+00:00,29,tts,ok,19.624,
2026-08-03T06:20:10.516056+00:00,25,stt,ok,5.441,
2026-08-03T06:20:10.827530+00:00,47,stt,ok,8.761,
2026-08-03T06:20:11.194377+00:00,0,tts,ok,21.978,
2026-08-03T06:20:11.338371+00:00,59,tts,ok,15.255,
2026-08-03T06:20:11.602240+00:00,32,stt,ok,7.923,
2026-08-03T06:20:11.722434+00:00,44,stt,ok,8.21,
2026-08-03T06:20:11.939403+00:00,42,tts,ok,33.256,
2026-08-03T06:20:12.210254+00:00,55,stt,ok,7.817,
2026-08-03T06:20:12.267352+00:00,5,stt,ok,7.791,
2026-08-03T06:20:12.433343+00:00,22,tts,ok,33.114,
2026-08-03T06:20:12.645315+00:00,27,tts,ok,12.815,
2026-08-03T06:20:12.730429+00:00,58,stt,ok,6.22,
2026-08-03T06:20:12.815051+00:00,31,tts,ok,38.283,
2026-08-03T06:20:12.854926+00:00,17,stt,ok,6.272,
2026-08-03T06:20:13.402672+00:00,24,stt,ok,8.539,
2026-08-03T06:20:13.711103+00:00,15,stt,ok,9.687,
2026-08-03T06:20:13.770252+00:00,38,stt,ok,6.943,
2026-08-03T06:20:13.984687+00:00,34,tts,ok,18.278,
2026-08-03T06:20:14.119908+00:00,16,stt,ok,6.458,
2026-08-03T06:20:14.135798+00:00,2,stt,ok,7.134,
2026-08-03T06:20:14.190595+00:00,8,stt,ok,7.739,
2026-08-03T06:20:14.690404+00:00,62,stt,ok,8.049,
2026-08-03T06:20:15.971570+00:00,20,stt,ok,8.252,
2026-08-03T06:20:16.378501+00:00,28,tts,ok,19.937,
2026-08-03T06:20:16.724118+00:00,61,stt,ok,8.599,
2026-08-03T06:20:16.793480+00:00,30,tts,ok,41.268,
2026-08-03T06:20:17.082183+00:00,48,stt,ok,6.723,
2026-08-03T06:20:17.250251+00:00,50,stt,ok,8.131,
2026-08-03T06:20:17.364062+00:00,36,tts,ok,17.721,
2026-08-03T06:20:17.522710+00:00,44,stt,ok,5.8,
2026-08-03T06:20:17.669111+00:00,47,stt,ok,6.841,
2026-08-03T06:20:17.845447+00:00,51,tts,ok,20.988,
2026-08-03T06:20:18.423455+00:00,49,stt,ok,9.072,
2026-08-03T06:20:18.537283+00:00,32,stt,ok,6.935,
2026-08-03T06:20:18.592824+00:00,9,tts,ok,30.286,
2026-08-03T06:20:18.597625+00:00,18,tts,ok,21.145,
2026-08-03T06:20:18.970390+00:00,55,stt,ok,6.76,
2026-08-03T06:20:19.127575+00:00,15,stt,ok,5.416,
2026-08-03T06:20:19.257061+00:00,53,stt,ok,9.065,
2026-08-03T06:20:19.611111+00:00,59,stt,ok,8.273,
2026-08-03T06:20:19.915910+00:00,0,stt,ok,8.722,
2026-08-03T06:20:19.999763+00:00,25,stt,ok,9.484,
2026-08-03T06:20:20.139083+00:00,5,stt,ok,7.872,
2026-08-03T06:20:20.395803+00:00,22,stt,ok,7.962,
2026-08-03T06:20:20.571671+00:00,2,stt,ok,6.436,
2026-08-03T06:20:21.505713+00:00,34,stt,ok,7.521,
2026-08-03T06:20:21.641541+00:00,33,tts,ok,15.436,
2026-08-03T06:20:21.703585+00:00,40,tts,ok,21.467,
2026-08-03T06:20:21.709365+00:00,24,stt,ok,8.307,
2026-08-03T06:20:22.099027+00:00,37,tts,ok,24.749,
2026-08-03T06:20:22.967194+00:00,7,tts,ok,19.621,
2026-08-03T06:20:23.476293+00:00,30,stt,ok,6.683,
2026-08-03T06:20:23.603962+00:00,35,tts,ok,18.225,
2026-08-03T06:20:23.745271+00:00,36,stt,ok,6.381,
2026-08-03T06:20:23.945646+00:00,51,stt,ok,6.1,
2026-08-03T06:20:24.268756+00:00,28,stt,ok,7.89,
2026-08-03T06:20:24.402225+00:00,43,tts,ok,17.838,
2026-08-03T06:20:24.441961+00:00,56,tts,ok,56.838,
2026-08-03T06:20:24.874290+00:00,49,stt,ok,6.451,
2026-08-03T06:20:24.950570+00:00,50,stt,ok,7.7,
2026-08-03T06:20:25.041470+00:00,32,stt,ok,6.504,
2026-08-03T06:20:25.103164+00:00,10,tts,ok,14.851,
2026-08-03T06:20:25.232776+00:00,13,tts,ok,21.434,
2026-08-03T06:20:25.725344+00:00,18,stt,ok,7.128,
2026-08-03T06:20:25.756416+00:00,48,stt,ok,8.674,
2026-08-03T06:20:26.585525+00:00,15,stt,ok,7.458,
2026-08-03T06:20:26.643380+00:00,59,stt,ok,7.032,
2026-08-03T06:20:26.780365+00:00,4,tts,ok,20.774,
2026-08-03T06:20:26.923920+00:00,58,tts,ok,14.193,
2026-08-03T06:20:27.172193+00:00,55,stt,ok,8.202,
2026-08-03T06:20:27.234828+00:00,46,tts,ok,26.142,
2026-08-03T06:20:27.297149+00:00,0,stt,ok,7.381,
2026-08-03T06:20:27.681967+00:00,12,tts,ok,28.324,
2026-08-03T06:20:27.767276+00:00,60,tts,ok,36.255,
2026-08-03T06:20:27.934009+00:00,29,tts,ok,17.518,
2026-08-03T06:20:28.036099+00:00,2,stt,ok,7.464,
2026-08-03T06:20:28.204663+00:00,53,stt,ok,8.948,
2026-08-03T06:20:28.327454+00:00,42,tts,ok,16.388,
2026-08-03T06:20:28.386230+00:00,19,tts,ok,36.679,
2026-08-03T06:20:28.486125+00:00,27,tts,ok,15.841,
2026-08-03T06:20:29.066012+00:00,37,stt,ok,6.967,
2026-08-03T06:20:29.560483+00:00,7,stt,ok,6.593,
2026-08-03T06:20:30.040227+00:00,35,stt,ok,6.436,
2026-08-03T06:20:30.317215+00:00,61,tts,ok,13.593,
2026-08-03T06:20:30.375468+00:00,3,tts,ok,56.388,
2026-08-03T06:20:30.846758+00:00,6,tts,ok,29.996,
2026-08-03T06:20:30.851772+00:00,16,tts,ok,16.732,
2026-08-03T06:20:31.013863+00:00,56,stt,ok,6.572,
2026-08-03T06:20:31.048974+00:00,10,stt,ok,5.946,
2026-08-03T06:20:31.737944+00:00,30,stt,ok,8.262,
2026-08-03T06:20:31.872966+00:00,32,stt,ok,6.831,
2026-08-03T06:20:31.969702+00:00,38,tts,ok,18.199,
2026-08-03T06:20:32.427921+00:00,28,stt,ok,8.159,
2026-08-03T06:20:32.871752+00:00,15,stt,ok,6.286,
2026-08-03T06:20:33.558719+00:00,23,tts,ok,30.885,
2026-08-03T06:20:33.912938+00:00,45,tts,ok,24.093,
2026-08-03T06:20:34.155274+00:00,55,stt,ok,6.983,
2026-08-03T06:20:34.286133+00:00,1,tts,ok,28.543,
2026-08-03T06:20:34.419091+00:00,26,tts,ok,26.118,
2026-08-03T06:20:34.663372+00:00,8,tts,ok,20.473,
2026-08-03T06:20:34.967757+00:00,60,stt,ok,7.2,
2026-08-03T06:20:35.166330+00:00,22,tts,ok,14.77,
2026-08-03T06:20:35.263039+00:00,27,stt,ok,6.777,
2026-08-03T06:20:35.321744+00:00,31,tts,ok,22.507,
2026-08-03T06:20:35.434594+00:00,36,stt,ok,11.689,
2026-08-03T06:20:35.918181+00:00,24,tts,ok,14.209,
2026-08-03T06:20:36.572199+00:00,42,stt,ok,8.245,
2026-08-03T06:20:36.649748+00:00,44,tts,ok,19.127,
2026-08-03T06:20:36.813216+00:00,35,stt,ok,6.773,
2026-08-03T06:20:37.287110+00:00,61,stt,ok,6.97,
2026-08-03T06:20:37.349602+00:00,51,tts,ok,13.404,
2026-08-03T06:20:37.355364+00:00,39,tts,ok,40.397,
2026-08-03T06:20:37.419351+00:00,7,stt,ok,7.859,
2026-08-03T06:20:37.710635+00:00,63,tts,ok,27.719,
2026-08-03T06:20:38.022218+00:00,13,stt,ok,12.789,
2026-08-03T06:20:38.301361+00:00,47,tts,ok,20.632,
2026-08-03T06:20:38.499179+00:00,30,stt,ok,6.761,
2026-08-03T06:20:38.961304+00:00,28,stt,ok,6.533,
2026-08-03T06:20:39.084623+00:00,25,tts,ok,19.085,
2026-08-03T06:20:39.593789+00:00,15,stt,ok,6.722,
2026-08-03T06:20:39.669683+00:00,38,stt,ok,7.7,
2026-08-03T06:20:39.795194+00:00,54,tts,ok,31.824,
2026-08-03T06:20:40.042131+00:00,58,tts,ok,13.118,
2026-08-03T06:20:40.078038+00:00,46,tts,ok,12.843,
2026-08-03T06:20:40.464105+00:00,9,tts,ok,21.871,
2026-08-03T06:20:40.592780+00:00,0,tts,ok,13.296,
2026-08-03T06:20:40.927747+00:00,20,tts,ok,24.956,
2026-08-03T06:20:41.315885+00:00,24,stt,ok,5.398,
2026-08-03T06:20:41.441497+00:00,40,tts,ok,19.738,
2026-08-03T06:20:41.537792+00:00,27,stt,ok,6.275,
2026-08-03T06:20:41.538896+00:00,60,stt,ok,6.571,
2026-08-03T06:20:42.038833+00:00,33,tts,ok,20.397,
2026-08-03T06:20:42.040635+00:00,8,stt,ok,7.377,
2026-08-03T06:20:42.133213+00:00,53,tts,ok,13.928,
2026-08-03T06:20:42.790925+00:00,44,stt,ok,6.141,
2026-08-03T06:20:43.001720+00:00,50,tts,ok,18.051,
2026-08-03T06:20:43.176619+00:00,59,tts,ok,16.533,
2026-08-03T06:20:43.623794+00:00,14,tts,ok,50.194,
2026-08-03T06:20:43.788509+00:00,42,stt,ok,7.216,
2026-08-03T06:20:44.014214+00:00,5,tts,ok,23.875,
2026-08-03T06:20:44.255942+00:00,63,stt,ok,6.545,
2026-08-03T06:20:44.321745+00:00,37,tts,ok,15.256,
2026-08-03T06:20:44.525244+00:00,43,tts,ok,20.123,
2026-08-03T06:20:44.650939+00:00,3,tts,ok,14.275,
2026-08-03T06:20:44.797584+00:00,21,tts,ok,49.707,
2026-08-03T06:20:44.898793+00:00,2,tts,ok,16.863,
2026-08-03T06:20:45.066367+00:00,10,tts,ok,14.017,
2026-08-03T06:20:45.181352+00:00,61,stt,ok,7.894,
2026-08-03T06:20:45.390263+00:00,56,tts,ok,14.376,
2026-08-03T06:20:45.462811+00:00,30,stt,ok,6.964,
2026-08-03T06:20:45.803074+00:00,23,stt,ok,12.244,
2026-08-03T06:20:45.878107+00:00,29,tts,ok,17.944,
2026-08-03T06:20:46.301844+00:00,47,stt,ok,8.0,
2026-08-03T06:20:46.387003+00:00,19,tts,ok,18.001,
2026-08-03T06:20:46.453041+00:00,9,stt,ok,5.989,
2026-08-03T06:20:46.727161+00:00,45,tts,ok,12.814,
2026-08-03T06:20:47.705095+00:00,46,stt,ok,7.627,
2026-08-03T06:20:48.056790+00:00,54,stt,ok,8.262,
2026-08-03T06:20:48.190326+00:00,57,tts,ok,50.627,
2026-08-03T06:20:48.315007+00:00,55,tts,ok,14.16,
2026-08-03T06:20:48.366000+00:00,25,stt,ok,9.281,
2026-08-03T06:20:48.384782+00:00,20,stt,ok,7.457,
2026-08-03T06:20:48.404888+00:00,17,tts,ok,35.55,
2026-08-03T06:20:48.410636+00:00,22,tts,ok,13.244,
2026-08-03T06:20:48.628059+00:00,4,tts,ok,21.848,
2026-08-03T06:20:48.979547+00:00,41,tts,ok,52.352,
2026-08-03T06:20:49.149742+00:00,1,tts,ok,14.864,
2026-08-03T06:20:49.270281+00:00,32,tts,ok,17.397,
2026-08-03T06:20:49.359441+00:00,52,tts,ok,46.419,
2026-08-03T06:20:49.493175+00:00,53,stt,ok,7.36,
2026-08-03T06:20:49.654152+00:00,11,tts,ok,40.838,
2026-08-03T06:20:49.875772+00:00,24,stt,ok,8.56,
2026-08-03T06:20:49.923016+00:00,40,stt,ok,8.481,
2026-08-03T06:20:50.461760+00:00,63,stt,ok,6.206,
2026-08-03T06:20:50.532451+00:00,37,stt,ok,6.211,
2026-08-03T06:20:50.751646+00:00,59,stt,ok,7.575,
2026-08-03T06:20:51.098231+00:00,31,tts,ok,15.776,
2026-08-03T06:20:51.122981+00:00,36,tts,ok,15.688,
2026-08-03T06:20:51.540411+00:00,6,tts,ok,20.694,
2026-08-03T06:20:51.719678+00:00,56,stt,ok,6.329,
2026-08-03T06:20:51.895686+00:00,34,tts,ok,30.39,
2026-08-03T06:20:52.006529+00:00,26,tts,ok,17.587,
2026-08-03T06:20:52.122024+00:00,61,stt,ok,6.941,
2026-08-03T06:20:52.258891+00:00,2,stt,ok,7.36,
2026-08-03T06:20:52.410804+00:00,43,stt,ok,7.886,
2026-08-03T06:20:52.534048+00:00,3,stt,ok,7.883,
2026-08-03T06:20:52.537045+00:00,30,stt,ok,7.074,
2026-08-03T06:20:52.592381+00:00,35,tts,ok,15.779,
2026-08-03T06:20:52.987571+00:00,23,stt,ok,7.184,
2026-08-03T06:20:53.105676+00:00,21,stt,ok,8.308,
2026-08-03T06:20:53.172016+00:00,62,tts,ok,38.482,
2026-08-03T06:20:53.858203+00:00,49,tts,ok,28.984,
2026-08-03T06:20:54.077200+00:00,47,stt,ok,7.775,
2026-08-03T06:20:54.483348+00:00,57,stt,ok,6.293,
2026-08-03T06:20:54.979774+00:00,45,stt,ok,8.253,
2026-08-03T06:20:54.991065+00:00,58,tts,ok,14.949,
2026-08-03T06:20:55.063376+00:00,7,tts,ok,17.644,
2026-08-03T06:20:55.125853+00:00,55,stt,ok,6.811,
2026-08-03T06:20:55.280002+00:00,1,stt,ok,6.13,
2026-08-03T06:20:55.436262+00:00,22,stt,ok,7.026,
2026-08-03T06:20:55.514838+00:00,4,stt,ok,6.887,
2026-08-03T06:20:55.566427+00:00,27,tts,ok,14.029,
2026-08-03T06:20:55.779435+00:00,50,tts,ok,12.778,
2026-08-03T06:20:55.924836+00:00,11,stt,ok,6.271,
2026-08-03T06:20:56.225870+00:00,60,tts,ok,14.687,
2026-08-03T06:20:56.477175+00:00,41,stt,ok,7.498,
2026-08-03T06:20:56.600654+00:00,15,tts,ok,17.007,
2026-08-03T06:20:56.642371+00:00,44,tts,ok,13.851,
2026-08-03T06:20:56.777574+00:00,37,stt,ok,6.245,
2026-08-03T06:20:57.102244+00:00,59,stt,ok,6.351,
2026-08-03T06:20:57.427864+00:00,12,tts,ok,29.746,
2026-08-03T06:20:57.554393+00:00,14,tts,ok,13.931,
2026-08-03T06:20:58.169624+00:00,2,stt,ok,5.911,
2026-08-03T06:20:58.577093+00:00,40,stt,ok,8.654,
2026-08-03T06:20:58.733754+00:00,16,tts,ok,27.882,
2026-08-03T06:20:58.801227+00:00,18,tts,ok,33.076,
2026-08-03T06:20:58.919338+00:00,6,stt,ok,7.379,
2026-08-03T06:20:58.974087+00:00,39,tts,ok,21.619,
2026-08-03T06:20:59.560297+00:00,34,stt,ok,7.665,
2026-08-03T06:20:59.632203+00:00,35,stt,ok,7.04,
2026-08-03T06:21:00.136026+00:00,8,tts,ok,18.095,
2026-08-03T06:21:00.264609+00:00,29,tts,ok,14.386,
2026-08-03T06:21:00.511804+00:00,49,stt,ok,6.653,
2026-08-03T06:21:00.625713+00:00,7,stt,ok,5.562,
2026-08-03T06:21:00.737547+00:00,30,stt,ok,8.2,
2026-08-03T06:21:00.759481+00:00,36,stt,ok,9.636,
2026-08-03T06:21:00.915895+00:00,57,stt,ok,6.432,
2026-08-03T06:21:00.964120+00:00,10,tts,ok,15.898,
2026-08-03T06:21:01.025352+00:00,9,tts,ok,14.572,
2026-08-03T06:21:01.102279+00:00,21,stt,ok,7.997,
2026-08-03T06:21:01.481155+00:00,47,stt,ok,7.404,
2026-08-03T06:21:01.542976+00:00,38,tts,ok,21.873,
2026-08-03T06:21:01.592497+00:00,48,tts,ok,35.836,
2026-08-03T06:21:01.990907+00:00,13,tts,ok,23.969,
2026-08-03T06:21:02.055688+00:00,22,stt,ok,6.619,
2026-08-03T06:21:02.104723+00:00,23,stt,ok,9.117,
2026-08-03T06:21:02.105725+00:00,1,stt,ok,6.826,
2026-08-03T06:21:02.226164+00:00,51,tts,ok,24.877,
2026-08-03T06:21:02.487842+00:00,4,stt,ok,6.973,
2026-08-03T06:21:02.854267+00:00,53,tts,ok,13.361,
2026-08-03T06:21:03.253041+00:00,0,tts,ok,22.66,
