ts,worker,kind,status,latency_s,detail
2026-08-03T06:00:15.646401+00:00,93,stt,ok,7.972,
2026-08-03T06:00:15.706507+00:00,26,stt,ok,9.465,
2026-08-03T06:00:15.707409+00:00,72,stt,ok,8.418,
2026-08-03T06:00:15.747488+00:00,71,stt,ok,8.504,
2026-08-03T06:00:15.800869+00:00,112,stt,ok,7.708,
2026-08-03T06:00:15.990917+00:00,90,stt,ok,8.408,
2026-08-03T06:00:16.041960+00:00,70,stt,ok,8.845,
2026-08-03T06:00:16.049558+00:00,126,stt,ok,7.618,
2026-08-03T06:00:16.103441+00:00,64,stt,ok,9.01,
2026-08-03T06:00:16.354209+00:00,118,stt,ok,8.119,
2026-08-03T06:00:16.623716+00:00,125,stt,ok,8.24,
2026-08-03T06:00:16.716524+00:00,23,stt,ok,10.561,
2026-08-03T06:00:16.807329+00:00,22,stt,ok,10.652,
2026-08-03T06:00:17.194389+00:00,110,stt,ok,9.15,
2026-08-03T06:00:17.350219+00:00,21,stt,ok,11.237,
2026-08-03T06:00:17.434722+00:00,115,stt,ok,9.253,
2026-08-03T06:00:18.238814+00:00,38,stt,ok,11.658,
2026-08-03T06:00:19.000748+00:00,102,stt,ok,11.188,
2026-08-03T06:00:19.765702+00:00,18,stt,ok,6.07,
2026-08-03T06:00:20.068176+00:00,9,stt,ok,6.083,
2026-08-03T06:00:20.105708+00:00,11,tts,ok,14.161,
2026-08-03T06:00:20.422183+00:00,83,tts,ok,12.892,
2026-08-03T06:00:20.504759+00:00,25,stt,ok,6.682,
2026-08-03T06:00:20.521066+00:00,10,stt,ok,6.392,
2026-08-03T06:00:20.643422+00:00,46,stt,ok,6.708,
2026-08-03T06:00:20.728979+00:00,98,tts,ok,12.918,
2026-08-03T06:00:20.926348+00:00,42,tts,ok,14.243,
2026-08-03T06:00:20.961858+00:00,65,stt,ok,6.049,
2026-08-03T06:00:20.971444+00:00,43,stt,ok,6.619,
2026-08-03T06:00:21.050172+00:00,3,stt,ok,8.219,
2026-08-03T06:00:21.173236+00:00,37,tts,ok,14.593,
2026-08-03T06:00:21.207573+00:00,32,stt,ok,6.807,
2026-08-03T06:00:21.264505+00:00,54,stt,ok,6.307,
2026-08-03T06:00:21.269700+00:00,45,tts,ok,14.526,
2026-08-03T06:00:21.692798+00:00,87,stt,ok,6.69,
2026-08-03T06:00:21.898910+00:00,92,tts,ok,14.229,
2026-08-03T06:00:21.954584+00:00,91,stt,ok,7.163,
2026-08-03T06:00:21.955406+00:00,0,stt,ok,7.924,
2026-08-03T06:00:22.002005+00:00,126,stt,ok,5.952,
2026-08-03T06:00:22.134687+00:00,90,stt,ok,6.144,
2026-08-03T06:00:22.187558+00:00,71,stt,ok,6.44,
2026-08-03T06:00:22.323084+00:00,56,tts,ok,15.42,
2026-08-03T06:00:22.329471+00:00,78,tts,ok,14.898,
2026-08-03T06:00:22.381780+00:00,21,stt,ok,5.031,
2026-08-03T06:00:22.476037+00:00,2,tts,ok,16.824,
2026-08-03T06:00:22.567110+00:00,1,tts,ok,16.916,
2026-08-03T06:00:22.568402+00:00,109,stt,ok,7.479,
2026-08-03T06:00:22.632092+00:00,57,stt,ok,8.337,
2026-08-03T06:00:22.917516+00:00,105,stt,ok,8.408,
2026-08-03T06:00:22.961664+00:00,29,tts,ok,16.552,
2026-08-03T06:00:23.244855+00:00,4,stt,ok,8.612,
2026-08-03T06:00:23.329860+00:00,124,stt,ok,8.018,
2026-08-03T06:00:23.395767+00:00,93,stt,ok,7.749,
2026-08-03T06:00:23.443011+00:00,112,stt,ok,7.642,
2026-08-03T06:00:24.250371+00:00,22,stt,ok,7.443,
2026-08-03T06:00:24.323185+00:00,125,stt,ok,7.699,
2026-08-03T06:00:24.422663+00:00,96,stt,ok,9.027,
2026-08-03T06:00:24.475842+00:00,100,tts,ok,16.664,
2026-08-03T06:00:24.552200+00:00,38,stt,ok,6.313,
2026-08-03T06:00:24.606871+00:00,40,stt,ok,9.741,
2026-08-03T06:00:24.923547+00:00,51,tts,ok,18.077,
2026-08-03T06:00:25.844120+00:00,102,stt,ok,6.843,
2026-08-03T06:00:26.101382+00:00,80,tts,ok,18.663,
2026-08-03T06:00:26.524423+00:00,79,tts,ok,19.088,
2026-08-03T06:00:26.596900+00:00,36,tts,ok,20.017,
2026-08-03T06:00:26.646052+00:00,39,tts,ok,20.021,
2026-08-03T06:00:26.841017+00:00,113,tts,ok,18.706,
2026-08-03T06:00:27.129019+00:00,32,stt,ok,5.921,
2026-08-03T06:00:27.142481+00:00,121,tts,ok,18.815,
2026-08-03T06:00:27.180905+00:00,47,tts,ok,20.391,
2026-08-03T06:00:27.244321+00:00,83,stt,ok,6.822,
2026-08-03T06:00:27.305607+00:00,99,tts,ok,19.494,
2026-08-03T06:00:27.341505+00:00,116,tts,ok,19.11,
2026-08-03T06:00:27.561768+00:00,101,tts,ok,19.749,
2026-08-03T06:00:27.643103+00:00,94,tts,ok,19.923,
2026-08-03T06:00:27.715171+00:00,53,tts,ok,20.865,
2026-08-03T06:00:27.938234+00:00,49,stt,ok,21.142,
2026-08-03T06:00:28.062644+00:00,41,tts,ok,21.385,
2026-08-03T06:00:28.615737+00:00,90,stt,ok,6.481,
2026-08-03T06:00:28.741583+00:00,123,tts,ok,20.41,
2026-08-03T06:00:28.898491+00:00,7,tts,ok,23.079,
2026-08-03T06:00:28.967632+00:00,58,tts,ok,22.018,
2026-08-03T06:00:29.017790+00:00,12,tts,ok,23.073,
2026-08-03T06:00:29.023317+00:00,48,tts,ok,22.231,
2026-08-03T06:00:29.039810+00:00,106,tts,ok,15.01,
2026-08-03T06:00:29.092834+00:00,44,tts,ok,22.359,
2026-08-03T06:00:29.097526+00:00,20,tts,ok,14.699,
2026-08-03T06:00:29.226831+00:00,117,tts,ok,20.993,
2026-08-03T06:00:29.255950+00:00,92,stt,ok,7.357,
2026-08-03T06:00:29.288543+00:00,63,tts,ok,22.199,
2026-08-03T06:00:29.332221+00:00,11,stt,ok,9.226,
2026-08-03T06:00:29.344451+00:00,59,tts,ok,15.166,
2026-08-03T06:00:29.410533+00:00,66,tts,ok,22.221,
2026-08-03T06:00:29.442894+00:00,78,stt,ok,7.113,
2026-08-03T06:00:29.448263+00:00,85,tts,ok,21.914,
2026-08-03T06:00:29.517609+00:00,60,tts,ok,22.519,
2026-08-03T06:00:29.566253+00:00,87,stt,ok,7.873,
2026-08-03T06:00:29.592248+00:00,74,tts,ok,22.255,
2026-08-03T06:00:29.616964+00:00,109,stt,ok,7.049,
2026-08-03T06:00:29.854295+00:00,127,tts,ok,21.378,
2026-08-03T06:00:30.130404+00:00,84,tts,ok,22.599,
2026-08-03T06:00:30.685244+00:00,33,tts,ok,16.243,
2026-08-03T06:00:31.009090+00:00,43,stt,ok,10.038,
2026-08-03T06:00:31.301083+00:00,51,stt,ok,6.377,
2026-08-03T06:00:31.360293+00:00,125,stt,ok,7.037,
2026-08-03T06:00:31.420740+00:00,97,tts,ok,23.61,
2026-08-03T06:00:31.470768+00:00,50,tts,ok,24.629,
2026-08-03T06:00:31.673529+00:00,55,tts,ok,24.771,
2026-08-03T06:00:31.801474+00:00,22,stt,ok,7.551,
2026-08-03T06:00:31.887056+00:00,124,stt,ok,8.557,
2026-08-03T06:00:31.978462+00:00,102,stt,ok,6.134,
2026-08-03T06:00:32.081850+00:00,24,tts,ok,25.842,
2026-08-03T06:00:32.151289+00:00,2,stt,ok,9.675,
2026-08-03T06:00:32.212989+00:00,28,tts,ok,17.752,
2026-08-03T06:00:32.635340+00:00,93,stt,ok,9.24,
2026-08-03T06:00:32.961810+00:00,17,tts,ok,26.933,
2026-08-03T06:00:33.071677+00:00,76,tts,ok,19.284,
2026-08-03T06:00:33.348016+00:00,38,stt,ok,8.796,
2026-08-03T06:00:33.491335+00:00,39,stt,ok,6.845,
2026-08-03T06:00:33.695551+00:00,113,stt,ok,6.855,
2026-08-03T06:00:33.764388+00:00,23,tts,ok,17.048,
2026-08-03T06:00:33.829152+00:00,36,stt,ok,7.232,
2026-08-03T06:00:34.013934+00:00,112,stt,ok,10.571,
2026-08-03T06:00:34.067613+00:00,83,stt,ok,6.823,
2026-08-03T06:00:34.200467+00:00,25,tts,ok,13.696,
2026-08-03T06:00:34.252672+00:00,80,stt,ok,8.151,
2026-08-03T06:00:34.254897+00:00,79,stt,ok,7.73,
2026-08-03T06:00:34.259197+00:00,6,tts,ok,21.5,
2026-08-03T06:00:34.316805+00:00,111,tts,ok,26.226,
2026-08-03T06:00:34.365959+00:00,116,stt,ok,7.024,
2026-08-03T06:00:34.471041+00:00,27,tts,ok,20.024,
2026-08-03T06:00:34.523846+00:00,61,tts,ok,20.447,
2026-08-03T06:00:34.579551+00:00,46,tts,ok,13.936,
2026-08-03T06:00:34.787312+00:00,120,tts,ok,19.739,
2026-08-03T06:00:34.816331+00:00,52,tts,ok,27.969,
2026-08-03T06:00:34.960025+00:00,106,stt,ok,5.92,
2026-08-03T06:00:34.970272+00:00,53,stt,ok,7.255,
2026-08-03T06:00:35.007086+00:00,86,tts,ok,27.471,
2026-08-03T06:00:35.160873+00:00,62,tts,ok,20.563,
2026-08-03T06:00:35.237529+00:00,108,tts,ok,27.239,
2026-08-03T06:00:35.330753+00:00,85,stt,ok,5.882,
2026-08-03T06:00:35.355547+00:00,16,tts,ok,19.911,
2026-08-03T06:00:35.473586+00:00,26,tts,ok,19.767,
2026-08-03T06:00:35.518561+00:00,5,tts,ok,20.469,
2026-08-03T06:00:35.780592+00:00,110,tts,ok,18.586,
2026-08-03T06:00:35.958500+00:00,7,stt,ok,7.06,
2026-08-03T06:00:36.011806+00:00,126,tts,ok,14.01,
2026-08-03T06:00:36.063683+00:00,91,tts,ok,14.109,
2026-08-03T06:00:36.068276+00:00,118,tts,ok,19.714,
2026-08-03T06:00:36.114194+00:00,20,stt,ok,7.017,
2026-08-03T06:00:36.164189+00:00,119,tts,ok,27.883,
2026-08-03T06:00:36.253635+00:00,84,stt,ok,6.123,
2026-08-03T06:00:36.308870+00:00,19,tts,ok,30.238,
2026-08-03T06:00:36.705718+00:00,72,tts,ok,20.998,
2026-08-03T06:00:36.865458+00:00,107,tts,ok,28.868,
2026-08-03T06:00:37.151765+00:00,75,tts,ok,29.809,
2026-08-03T06:00:37.333098+00:00,127,stt,ok,7.479,
2026-08-03T06:00:37.362518+00:00,64,tts,ok,21.259,
2026-08-03T06:00:37.404845+00:00,68,tts,ok,30.21,
2026-08-03T06:00:37.444924+00:00,60,stt,ok,7.927,
2026-08-03T06:00:37.883001+00:00,14,tts,ok,23.12,
2026-08-03T06:00:38.063598+00:00,105,tts,ok,15.146,
2026-08-03T06:00:38.117291+00:00,37,tts,ok,16.944,
2026-08-03T06:00:38.178301+00:00,88,tts,ok,30.599,
2026-08-03T06:00:38.255525+00:00,34,tts,ok,31.676,
2026-08-03T06:00:38.466616+00:00,10,tts,ok,17.945,
2026-08-03T06:00:38.587727+00:00,89,tts,ok,31.006,
2026-08-03T06:00:38.724363+00:00,27,stt,ok,4.253,
2026-08-03T06:00:38.756793+00:00,82,tts,ok,23.219,
2026-08-03T06:00:38.841598+00:00,125,stt,ok,7.481,
2026-08-03T06:00:39.285319+00:00,13,tts,ok,33.341,
2026-08-03T06:00:39.342914+00:00,17,stt,ok,6.381,
2026-08-03T06:00:39.393043+00:00,28,stt,ok,7.18,
2026-08-03T06:00:39.603353+00:00,38,stt,ok,6.255,
2026-08-03T06:00:39.610048+00:00,39,stt,ok,6.119,
2026-08-03T06:00:39.618637+00:00,76,stt,ok,6.547,
2026-08-03T06:00:39.659393+00:00,93,stt,ok,7.024,
2026-08-03T06:00:40.011998+00:00,2,stt,ok,7.861,
2026-08-03T06:00:40.096695+00:00,99,tts,ok,12.791,
2026-08-03T06:00:40.487915+00:00,3,tts,ok,19.438,
2026-08-03T06:00:40.551230+00:00,25,stt,ok,6.351,
2026-08-03T06:00:40.603506+00:00,35,tts,ok,34.024,
2026-08-03T06:00:40.642953+00:00,5,stt,ok,5.124,
2026-08-03T06:00:40.760532+00:00,21,tts,ok,18.379,
2026-08-03T06:00:40.919613+00:00,116,stt,ok,6.554,
2026-08-03T06:00:41.002599+00:00,104,tts,ok,33.103,
2026-08-03T06:00:41.174829+00:00,29,tts,ok,18.213,
2026-08-03T06:00:41.294998+00:00,111,stt,ok,6.978,
2026-08-03T06:00:41.336345+00:00,23,stt,ok,7.572,
2026-08-03T06:00:41.445200+00:00,51,stt,ok,10.144,
2026-08-03T06:00:41.672713+00:00,118,stt,ok,5.604,
2026-08-03T06:00:41.741197+00:00,69,tts,ok,34.544,
2026-08-03T06:00:41.771776+00:00,112,stt,ok,7.758,
2026-08-03T06:00:41.824448+00:00,84,stt,ok,5.571,
2026-08-03T06:00:42.068523+00:00,92,tts,ok,12.813,
2026-08-03T06:00:42.251996+00:00,20,stt,ok,6.138,
2026-08-03T06:00:42.332124+00:00,33,stt,ok,11.647,
2026-08-03T06:00:42.364648+00:00,126,stt,ok,6.353,
2026-08-03T06:00:42.670886+00:00,122,tts,ok,34.34,
2026-08-03T06:00:42.724260+00:00,43,stt,ok,11.715,
2026-08-03T06:00:42.822483+00:00,61,stt,ok,8.299,
2026-08-03T06:00:43.036256+00:00,22,stt,ok,11.235,
2026-08-03T06:00:43.143936+00:00,100,tts,ok,18.668,
2026-08-03T06:00:43.448702+00:00,93,stt,rate_limited,3.789,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:43.466495+00:00,58,stt,ok,14.499,
2026-08-03T06:00:43.689718+00:00,40,tts,ok,19.083,
2026-08-03T06:00:43.720557+00:00,7,stt,ok,7.762,
2026-08-03T06:00:43.880635+00:00,56,tts,ok,21.558,
2026-08-03T06:00:43.888064+00:00,121,tts,ok,16.746,
2026-08-03T06:00:44.436082+00:00,60,stt,ok,6.991,
2026-08-03T06:00:45.131365+00:00,112,stt,rate_limited,3.36,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:45.211063+00:00,11,tts,ok,15.879,
2026-08-03T06:00:45.263107+00:00,29,stt,rate_limited,4.088,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:45.507006+00:00,14,stt,ok,7.624,
2026-08-03T06:00:45.719332+00:00,95,tts,ok,30.874,
2026-08-03T06:00:45.783534+00:00,99,stt,ok,5.687,
2026-08-03T06:00:46.157511+00:00,1,tts,ok,23.59,
2026-08-03T06:00:46.257165+00:00,5,stt,ok,5.614,
2026-08-03T06:00:46.362309+00:00,96,tts,ok,21.94,
2026-08-03T06:00:46.494471+00:00,82,stt,ok,7.738,
2026-08-03T06:00:46.629027+00:00,81,tts,ok,33.337,
2026-08-03T06:00:46.637683+00:00,25,stt,ok,6.086,
2026-08-03T06:00:47.045708+00:00,87,tts,ok,17.479,
2026-08-03T06:00:47.265064+00:00,78,tts,ok,17.822,
2026-08-03T06:00:47.323051+00:00,2,stt,ok,7.311,
2026-08-03T06:00:47.476485+00:00,21,stt,ok,6.716,
2026-08-03T06:00:47.535068+00:00,50,tts,ok,16.064,
2026-08-03T06:00:47.584033+00:00,57,tts,ok,24.952,
2026-08-03T06:00:47.585940+00:00,13,stt,ok,8.301,
2026-08-03T06:00:47.587376+00:00,51,stt,ok,6.142,
2026-08-03T06:00:47.794528+00:00,30,tts,ok,33.444,
2026-08-03T06:00:47.860480+00:00,90,tts,ok,19.245,
2026-08-03T06:00:47.862331+00:00,43,stt,rate_limited,5.138,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:48.256451+00:00,48,tts,ok,19.233,
2026-08-03T06:00:48.292709+00:00,3,stt,ok,7.805,
2026-08-03T06:00:48.442070+00:00,49,tts,ok,20.504,
2026-08-03T06:00:48.811735+00:00,118,stt,ok,7.139,
2026-08-03T06:00:49.018529+00:00,86,tts,ok,14.011,
2026-08-03T06:00:49.077368+00:00,104,stt,ok,8.075,
2026-08-03T06:00:49.222659+00:00,92,stt,ok,7.154,
2026-08-03T06:00:49.571306+00:00,117,tts,ok,20.344,
2026-08-03T06:00:49.699103+00:00,95,stt,rate_limited,3.98,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:49.763944+00:00,96,stt,rate_limited,3.402,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:50.121629+00:00,46,tts,ok,15.542,
2026-08-03T06:00:50.408340+00:00,94,tts,ok,22.765,
2026-08-03T06:00:50.476705+00:00,100,stt,ok,7.333,
2026-08-03T06:00:50.616617+00:00,65,tts,ok,29.655,
2026-08-03T06:00:50.706464+00:00,16,tts,ok,15.351,
2026-08-03T06:00:50.902716+00:00,2,stt,rate_limited,3.58,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:51.250696+00:00,9,tts,ok,31.182,
2026-08-03T06:00:51.299886+00:00,115,tts,ok,33.865,
2026-08-03T06:00:51.316955+00:00,112,stt,rate_limited,6.185,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:51.372581+00:00,87,stt,rate_limited,4.327,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:51.548093+00:00,58,stt,ok,8.082,
2026-08-03T06:00:51.627010+00:00,120,tts,ok,16.84,
2026-08-03T06:00:52.005529+00:00,66,tts,ok,22.595,
2026-08-03T06:00:52.093949+00:00,59,tts,ok,22.75,
2026-08-03T06:00:52.146690+00:00,118,stt,rate_limited,3.335,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:52.335123+00:00,62,tts,ok,17.174,
2026-08-03T06:00:52.433602+00:00,11,stt,ok,7.223,
2026-08-03T06:00:52.609638+00:00,114,tts,ok,38.21,
2026-08-03T06:00:52.672112+00:00,99,stt,ok,6.889,
2026-08-03T06:00:52.736875+00:00,72,tts,ok,16.031,
2026-08-03T06:00:52.786149+00:00,108,tts,ok,17.549,
2026-08-03T06:00:52.831236+00:00,65,stt,rate_limited,2.215,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:52.896984+00:00,19,tts,ok,16.588,
2026-08-03T06:00:52.947316+00:00,63,tts,ok,23.659,
2026-08-03T06:00:52.965450+00:00,12,tts,ok,23.948,
2026-08-03T06:00:53.042382+00:00,98,tts,ok,32.313,
2026-08-03T06:00:53.095754+00:00,36,tts,ok,19.267,
2026-08-03T06:00:53.123775+00:00,88,tts,ok,14.945,
2026-08-03T06:00:53.186467+00:00,80,tts,ok,18.934,
2026-08-03T06:00:53.620113+00:00,22,stt,ok,10.584,
2026-08-03T06:00:53.788920+00:00,5,stt,ok,7.532,
2026-08-03T06:00:53.846951+00:00,91,tts,ok,17.783,
2026-08-03T06:00:53.859924+00:00,4,tts,ok,30.615,
2026-08-03T06:00:53.934096+00:00,44,tts,ok,24.841,
2026-08-03T06:00:54.141259+00:00,55,tts,ok,22.468,
2026-08-03T06:00:54.171833+00:00,75,tts,ok,17.02,
2026-08-03T06:00:54.263819+00:00,118,stt,rate_limited,2.117,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:54.312225+00:00,100,stt,rate_limited,3.836,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:54.317659+00:00,52,tts,ok,19.501,
2026-08-03T06:00:54.375514+00:00,79,tts,ok,20.121,
2026-08-03T06:00:54.442185+00:00,124,tts,ok,22.555,
2026-08-03T06:00:54.542602+00:00,53,tts,ok,19.572,
2026-08-03T06:00:54.699767+00:00,87,stt,rate_limited,3.327,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:54.910011+00:00,68,tts,ok,17.505,
2026-08-03T06:00:55.214105+00:00,86,stt,rate_limited,6.196,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:55.293062+00:00,30,stt,ok,7.498,
2026-08-03T06:00:55.539084+00:00,2,stt,rate_limited,4.636,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:55.716821+00:00,59,stt,rate_limited,3.623,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:55.780080+00:00,39,tts,ok,16.17,
2026-08-03T06:00:56.060628+00:00,108,stt,rate_limited,3.274,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:56.153233+00:00,83,tts,ok,22.086,
2026-08-03T06:00:56.453124+00:00,94,stt,ok,6.045,
2026-08-03T06:00:56.663135+00:00,119,tts,ok,20.499,
2026-08-03T06:00:56.736573+00:00,98,stt,rate_limited,3.694,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
2026-08-03T06:00:57.046796+00:00,21,stt,ok,9.57,
2026-08-03T06:00:57.195004+00:00,5,stt,rate_limited,3.406,[VERTEX] Rate limit / quota exceeded (code: 429 RESOURCE_EXHAUSTED): Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.. You have hit Vertex AI's per-minute or per-day quota for this model. Wait at least
